age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
67,M,167,Célibataire,0,false,3749 BN 80
25,F,221,En Couple,4,false,4426 MF 90
18,M,1167,En Couple,2,false,2115 FY 94
72,F,1265,En Couple,3,true,6230 WG 31
53,M,490,En Couple,4,true,2114 BD 61
57,M,189,En Couple,3,true,2069 ZF 86
37,M,493,En Couple,0,false,6667 KM 55
57,F,431,Célibataire,0,false,5235 XX 66
36,M,876,Célibataire,0,false,6848 IU 89
40,F,492,En Couple,1,false,8409 DS 64
21,M,843,Célibataire,0,false,9197 ZR 91
26,F,457,En Couple,1,false,9175 XY 49
24,M,182,En Couple,4,false,9193 AL 15
32,M,157,En Couple,2,false,7336 KD 52
64,M,549,En Couple,1,false,8468 VX 94
50,M,553,En Couple,1,false,1778 YU 41
24,M,454,En Couple,4,false,3752 QY 39
20,M,540,En Couple,2,true,9637 QG 12
61,M,1393,En Couple,0,false,3883 BF 10
21,M,567,En Couple,0,false,4169 RY 70
51,F,747,En Couple,2,false,5529 FS 40
82,M,744,Célibataire,0,false,2050 WF 47
23,F,1150,Seule,3,false,2587 MK 73
81,F,438,En Couple,3,false,8509 DF 96
35,M,422,En Couple,4,false,1044 NI 85
48,M,1019,En Couple,2,false,1810 KR 89
25,M,452,En Couple,4,false,6496 JR 80
31,M,879,En Couple,3,false,6673 KX 13
48,F,163,En Couple,2,false,6885 GV 50
31,F,159,Célibataire,0,false,2439 WL 95
50,M,594,En Couple,0,true,4835 GU 76
70,M,1359,Célibataire,0,false,6856 YK 34
56,M,484,En Couple,0,false,8293 QD 54
42,F,1065,Célibataire,0,false,5572 UK 71
29,M,191,Célibataire,0,false,2672 EY 38
47,M,1174,Seule,2,false,7604 EC 44
77,M,159,Célibataire,0,false,7697 HS 53
25,F,191,En Couple,4,true,5707 UV 68
71,M,577,En Couple,2,false,3665 YH 87
50,M,462,En Couple,3,false,487 RG 12
24,M,1052,Célibataire,0,false,5729 HW 35
29,M,983,Célibataire,0,false,591 DC 65
50,M,496,Célibataire,0,false,3232 QJ 38
21,M,1331,En Couple,1,false,708 QV 90
30,M,175,En Couple,3,false,2818 MU 64
30,F,162,En Couple,3,false,8786 WI 34
82,M,576,En Couple,0,false,3704 NU 58
23,M,796,Célibataire,0,false,701 HQ 58
42,F,477,En Couple,3,true,8412 WM 37
50,F,500,En Couple,2,false,6374 AR 73
58,M,534,Célibataire,0,false,547 IR 24
45,M,560,En Couple,1,false,7718 YZ 28
61,F,243,Célibataire,0,false,3163 ZM 70
58,M,551,Célibataire,0,false,9439 WQ 33
67,M,568,En Couple,2,false,6700 YB 61
20,M,598,En Couple,0,false,3216 DI 25
24,M,1223,Célibataire,0,false,8617 BY 77
36,M,536,Célibataire,0,false,1887 IM 44
23,M,1199,En Couple,3,true,3101 TF 57
42,M,1032,En Couple,4,false,2286 CZ 81
62,M,560,En Couple,3,false,352 OB 27
72,F,820,En Couple,3,true,600 VS 91
37,F,232,En Couple,4,false,2514 HT 56
18,F,495,En Couple,4,false,994 US 17
38,M,515,Célibataire,0,false,8380 RA 23
64,M,1320,Célibataire,0,false,3772 KH 48
24,M,440,Seule,2,false,6547 DY 79
55,M,1095,En Couple,4,false,752 ZP 53
22,F,1214,En Couple,3,false,8902 LZ 23
19,M,914,Célibataire,0,false,7183 IX 12
41,M,1027,En Couple,4,false,6573 LW 11
18,M,965,En Couple,4,true,4824 CQ 18
46,M,216,En Couple,2,false,3898 HD 93
31,M,1159,Seule,1,false,4323 QE 13
21,M,459,En Couple,1,false,1193 WS 59
52,F,1096,Célibataire,0,false,4399 FX 56
75,M,531,En Couple,2,false,113 UY 32
21,F,528,En Couple,3,false,6010 WB 26
45,M,529,Célibataire,0,false,7378 TD 42
60,M,541,Célibataire,0,false,4535 TK 20
71,M,1104,Célibataire,0,false,3606 IH 16
36,M,752,En Couple,1,false,8054 SL 20
34,M,201,Célibataire,0,false,2338 GP 26
38,M,441,En Couple,1,false,4081 YF 35
64,F,1366,En Couple,0,false,9860 GL 46
25,M,1256,Seule,1,false,907 DB 68
18,M,580,En Couple,3,false,3300 TD 38
32,M,470,En Couple,2,false,9713 XI 84
35,M,1297,En Couple,2,false,5540 IL 66
63,M,229,Célibataire,0,false,7082 XY 97
23, ,829,En Couple,2,false,8802 LU 40
59,F,972,En Couple,1,false,1737 BR 10
50,M,1372,En Couple,2,true,4563 UA 94
50,M,155,En Couple,4,false,9287 TG 70
24,Masculin,241,En Couple,1,false,5655 SX 74
35,F,464,En Couple,0,false,8363 DU 73
81,F,764,En Couple,0,true,7433 BU 21
47,M,896,En Couple,1,false,1587 TL 60
28,M,875,Seul,0,false,9838 KR 30
52,F,992,En Couple,2,false,2394 UY 16
40,M,809,En Couple,2,false,6338 OX 19
24,M,518,?,0,true,1890 KQ 45
59,M,236,Célibataire,0,false,8368 BK 55
28,F,425,En Couple,3,false,6009 GF 46
77,F,766,En Couple,0,false,6905 OB 64
44,M,421,En Couple,0,false,1653 NU 13
29,M,247,En Couple,1,false,8345 KE 57
45,M,522,En Couple,0,false,9545 HZ 59
42,Masculin,529,En Couple,2,true,918 JS 25
25,M,521,Célibataire,0,false,8592 GV 91
46,F,469,En Couple,1,false,3090 UV 55
26,F,761,Célibataire,0,false,847 PQ 62
69,M,564,En Couple,0,false,9926 PS 37
26,F,439,Célibataire,0,false,7028 RX 12
51,M,224,En Couple,0,true,8823 UH 57
26,M,500,Célibataire,0,false,3707 HU 37
27,M,166,En Couple,2,false,5827 ZR 71
73,M,578,En Couple,0,false,213 UD 27
56,F,188,Seule,3,false,5378 OB 83
70,M,440,En Couple,4,false,7584 WD 29
38,M,467,En Couple,3,true,326 AK 92
55,M,1084,En Couple,1,false,20 BI 17
66,M,552,Célibataire,0,false,1757 QX 53
60,M,859,Célibataire,0,false,5170 SA 46
31,F,956,Célibataire,0,false,5660 DT 39
30,M,401,En Couple,2,false,853 SO 29
21,M,1187,Célibataire,0,false,7267 CT 34
23,F,434,Seule,3,false,3682 TF 97
62,M,1285,En Couple,1,false,4733 PA 12
19,M,1056,Célibataire,0,false,3609 LJ 28
38,M,1315,Célibataire,0,false,2606 RS 26
41,F,230,En Couple,0,false,67 OS 14
23,F,474,Seule,1,false,9509 OQ 85
32,F,451,En Couple,3,false,7987 YP 91
33,F,184,Seule,1,false,9961 KE 28
34,M,471,En Couple,3,false,6983 OL 33
31,M,221,En Couple,1,false,6798 SB 94
26,M,248,En Couple,4,false,7287 TO 13
48,M,197,En Couple,2,false,4527 UY 63
76,F,1007,Célibataire,0,false,1442 KQ 97
28,M,441,En Couple,2,true,1027 NC 63
47,M,422,En Couple,4,false,2277 XR 68
80,Féminin,717,Célibataire,0,false,3865 DK 42
31,M,868,En Couple,0,false,5749 SR 22
79,M,532,En Couple,1,false,4157 VY 39
58,M,412,Célibataire,0,false,2577 UV 17
19,M,492,Célibataire,0,false,9347 LI 32
22,F,500,En Couple,3,true,7283 YF 24
56,M,1386,En Couple,2,false,6857 NO 77
38,M,482,Seule, ,false,5133 VA 26
58,M,1118,En Couple,4,false,5078 IY 35
54,M,493,En Couple,3,false,1966 DU 73
68,F,181,En Couple,1,false,3727 OK 13
66,M,1055,Célibataire,0,false,6285 VW 44
51,Masculin,577,En Couple,2,false,6862 DT 23
38,M,429,En Couple,0,true,9098 UH 23
41,M,160,Célibataire,0,false,4187 EX 38
59,M,226,En Couple,0,false,1409 TX 14
43,M,788,En Couple,0,false,5589 RE 65
27,Homme,154,Célibataire,0,false,6936 DE 78
21,F,572,En Couple,1,false,9735 JI 40
40,M,456,Célibataire,0,false,8957 MI 36
49,M,170,En Couple,2,false,3205 FW 25
28,M,500,En Couple,0,false,8266 QU 56
46,M,1035,En Couple,0,true,8430 MR 53
20,M,954,En Couple,1,true,7139 NJ 72
48,M,471,En Couple,1,false,7225 LJ 95
53,M,541,En Couple,3,false,2965 LD 98
47,M,546,En Couple,1,false,2794 YN 93
39,M,575,Célibataire,0,false,7430 HV 55
48,F,561,Célibataire,0,false,3068 CG 55
30,F,410,En Couple,2,false,6585 NM 15
78,F,1229,En Couple,1,false,3669 KB 69
75,M,505,En Couple,0,false,4168 ZY 62
71,M,414,En Couple,0,false,2007 BN 55
37,M,158,Célibataire,0,false,8282 ZP 71
75,M,?,En Couple,2,true,891 TQ 43
28,M,708,Célibataire,0,false,2460 EM 63
60,F,1241,En Couple,1,false,997 WM 64
54,F,230,En Couple,4,false,9178 BG 87
47,F,477,En Couple,3,false,3237 ZB 37
43,M,1061,Célibataire,0,false,7253 UL 51
32,F,557,En Couple,0,false,6258 TV 60
29,M,553,En Couple,4,false,6043 DU 47
21,M,889,En Couple,0,false,2238 KQ 81
40,F,430,En Couple,0,false,7859 ZB 44
66,M,475,Célibataire,0,false,7366 RV 88
63,F,495,En Couple,0,false,7008 SA 15
52,M,199,Célibataire,0,false,353 YV 90
41,M,1168,Célibataire,0,false,3324 SK 50
19,M,471,Seule,2,false,6654 YZ 21
29,M,584,En Couple,2,false,9516 FL 19
76,M,416,Célibataire,0,false,3688 RY 69
22,M,404,En Couple,1,false,127 XP 14
26,M,430,Célibataire,0,false,8947 HK 71
28,M,189,En Couple,2,false,3648 BN 43
82,M,583,Célibataire,0,false,7005 MS 31
82,M,155,Célibataire,0,false,5122 TP 51
57,M,188,En Couple,4,false,1664 TD 79
28,M,187,En Couple,1,false,7584 UC 10
27,M,474,En Couple,1,false,9244 QT 57
25,M,849,En Couple,1,false,4996 QI 10
28,M,214,Célibataire,0,false,511 RQ 17
25,Féminin,417,En Couple,1,false,2463 OL 90
22,M,189,Célibataire,0,false,2078 BD 67
51,M,446,En Couple,3,false,2522 XI 31
83,M,552,En Couple,1,false,6939 ZI 50
25,M,455,Célibataire,0,false,7373 BB 26
40,M,503,Seul,0,false,2255 PE 68
22,M,1137,En Couple,3,false,9062 XG 44
83,M,440,En Couple,3,false,8334 HR 80
43,F,981,En Couple,4,false,1695 NC 22
49,M,1186,Célibataire,0,false,3128 XP 51
50,M,1049,En Couple,1,false,4458 UT 75
38,M,463,En Couple,4,false,6915 SB 70
19,M,880,En Couple,1,false,8134 XI 23
64,F,440,Célibataire,0,false,5940 RX 88
25,M,455,En Couple,3,true,1977 OD 29
20,M,594,En Couple,2,false,2837 TK 75
67,M,152,En Couple,2,true,6453 BC 75
45,F,165,En Couple,3,true,109 TN 34
25,F,457,Célibataire,0,false,421 PY 81
18,M,431,Célibataire,0,false,9421 BD 57
19,M,440,En Couple,1,false,6718 WO 94
39,M,792,En Couple,1,false,9359 SX 84
54,M,1083,En Couple,1,false,5488 PB 66
27,M,1296,Célibataire,0,false,7719 WR 19
35,M,214,En Couple,0,false,8469 ME 83
53,M,1054,En Couple,4,false,7347 FW 58
21,F,567,En Couple,2,true,6206 XX 54
65,F,180,En Couple,1,false,9325 JP 35
42,Femme,1090,En Couple,4,false,7147 QH 85
22,F,597,En Couple,2,false,5365 OY 88
28,M,559,En Couple,1,false,3985 FE 75
21,M,1247,Célibataire,0,false,4585 PX 20
23,M,1189,Célibataire,0,false,6403 YO 32
41,M,1242,En Couple,1,false,9214 NX 16
48,M,220,Célibataire,0,false,1947 IO 32
37,M,187,En Couple,3,false,6005 EY 79
54,M,475,En Couple,2,false,2575 NB 92
72,M,414,En Couple,3,false,4121 OB 92
45,M,987,En Couple,0,true,6478 GO 36
38,F,186,En Couple,3,false,1357 HM 17
47,F,225,En Couple,0,true,9458 AX 87
37,M,533,En Couple,1,false,3233 VV 69
40,M,849,Célibataire,0,false,734 SN 15
53,M,200,En Couple,2,false,811 XV 50
56,M,587,En Couple,0,false,8655 YW 56
83,M,243,Célibataire,0,false,5648 TM 48
60,F,1368,Célibataire,0,false,4557 GJ 47
34,F,1191,En Couple,1,false,8890 AP 32
28,M,890,En Couple,1,false,4248 AH 57
61,F,523,En Couple,1,false,7712 NB 55
40,M,531,En Couple,4,false,8716 NY 89
28,F,580,Célibataire,0,false,5635 SC 86
53,M,554,Célibataire,0,false,7535 KC 53
54,M,587,En Couple,1,false,2653 DW 42
73,F,1236,Seule, ,false,2720 FB 40
28,M,832,En Couple,2,true,5010 BP 65
35,F,584,En Couple,2,false,4840 YE 27
26,M,1307,Seule,1,false,7744 DS 56
44,M,483,En Couple,3,true,1066 LR 13
58,M,1157,Marié(e),1,false,3232 AD 41
25,M,455,En Couple,4,false,2307 KK 35
30,F,958,En Couple,0,false,1444 FY 32
28,M,462,Marié(e),0,false,1036 WW 19
19,M,998,Célibataire,0,false,8521 RN 63
21,F,422,En Couple,1,false,4421 ZB 16
18,M,457,En Couple,1,false,6676 RF 97
30,M,1066,En Couple,0,false,2250 HM 70
60,M,579,En Couple,2,false,5958 HV 83
42,M,445,Célibataire,0,false,6559 AE 62
38,Masculin,558,Célibataire,0,false,1242 ML 33
36,F,413,En Couple,2,false,4773 JC 34
32,M,166,Célibataire,0,false,7123 UU 61
54,M,1155,En Couple,2,false,7317 DS 33
33,F,998,En Couple,0,false,6769 UU 23
82,F,791,En Couple,4,true,5009 XT 94
40,F,1269,En Couple,3,false,5434 LJ 72
19,M,480,En Couple,2,true,1799 OP 75
26,M,572,Célibataire,0,false,8994 TG 42
44,M,471,Célibataire,0,false,1759 AU 79
44,F,1332,Célibataire,0,false,9749 ZF 17
24,M,222,En Couple,4,false,6266 KM 94
40,F,403,Célibataire,0,false,5450 RK 33
26,M,547,Célibataire,0,false,4323 NG 28
20,M,500,Célibataire,0,false,9551 AO 63
30,M,193,En Couple,1,false,9855 CM 96
18,F,955,En Couple,1,true,6929 PA 22
19,M,161,En Couple,1,false,366 IR 78
38,M,160,En Couple,1,false,1875 VR 91
33,F,547,Célibataire,0,false,3705 NY 97
29,M,588,Célibataire,0,false,4275 BN 69
35,M,431,Célibataire,0,false,212 OE 11
69,M,534,En Couple,4,false,2298 TK 62
56,M,1013,Seule,1,false,5035 WF 37
51,M,954,En Couple,3,true,3978 IG 26
45,M,240,Célibataire,0,false,4278 NH 58
81,M,562,En Couple,1,false,2671 BH 19
56,F,452,En Couple,2,false,1958 OY 37
26,F,747,Seule,3,false,8081 NW 83
52,F,1328,Célibataire,0,false,119 EX 83
26,M,469,Célibataire,0,false,2814 PY 40
31,M,478,En Couple,1,true,7614 DF 60
18,M,1351,En Couple,2,false,7105 WH 71
61,M,531,Célibataire,0,false,9770 XL 67
30,M,558,Célibataire,0,false,6768 FU 59
70,M,732,Seule,3,false,3781 JT 39
45,M,1284,En Couple,0,false,8727 RP 60
59,M,778,En Couple,4,false,2 UO 47
54,M,185,Célibataire,0,false,9023 BV 67
57,M,182,En Couple,2,false,9790 HN 46
40,F,1046,En Couple,4,false,1099 YA 46
31,F,991,En Couple,1,false,9776 SB 21
39,F,407,En Couple,0,false,3383 ZT 73
42,M,583,En Couple,1,false,6282 KM 20
61,F,454,Seule,1,false,1609 XF 24
32,M,973,Célibataire,0,false,3239 WN 55
72,M,513,En Couple,2,false,2258 XM 71
43,F,418,En Couple,1,false,6605 MB 33
18,M,493,En Couple,1,false,972 KW 42
53,M,769,En Couple,2,false,7627 PH 33
22,M,213,En Couple,3,false,9258 ET 64
66,F,150,Célibataire,0,false,4505 NT 25
44,F,513,Seule,2,false,3244 HQ 77
71,F,1370,Célibataire,0,false,140 UD 91
57,M,545,Célibataire,0,false,1994 LB 29
23,M,442,Célibataire,0,false,9344 FZ 50
19,M,431,En Couple,3,false,9174 GU 70
20,M,444,En Couple,2,false,6766 TF 80
28,M,419,Seule,2,false,4237 QL 10
66,M,413,Célibataire,0,false,1782 VE 52
38,F,206,Célibataire,0,false,7028 DU 61
18,F,1242,En Couple,0,false,2435 QO 81
35,M,1088,En Couple,2,true,7932 CT 32
26,M,189,En Couple,0,false,8492 HJ 98
18,M,409,En Couple,1,false,7311 YC 18
39,F,195,Célibataire,0,false,6494 JY 94
78,M,1330,En Couple,2,false,9827 RU 48
28,F,1211,Célibataire,0,false,2580 FX 98
78,M,1150,En Couple,4,false,8308 FK 30
26,M,243,En Couple,2,false,2017 IG 79
27,F,1383,En Couple,2,false,8539 EU 42
69,M,205,En Couple,0,false,9971 SL 40
36,M,960,En Couple,2,false,9835 LI 43
45,F,244,Célibataire,0,false,7327 HM 88
40,M,1314,En Couple,0,false,2304 PG 21
72,M,1158,Marié(e),1,false,3065 VS 42
35,F,1301,En Couple,0,false,2096 RR 79
82,F,830,Célibataire,0,false,7499 ZH 87
43,F,1002,En Couple,3,false,6939 ZT 61
20,F,720,En Couple,4,false,1898 PL 42
31,F,468,En Couple,0,false,5069 SJ 50
62,M,473,En Couple,1,false,502 JO 83
30,F,403,Célibataire,0,false,1368 WK 91
62,M,1035,En Couple,1,false,5911 NU 59
56,M,509,En Couple,0,true,3740 EW 56
38,M,?,En Couple,0,false,1235 GZ 34
20,M,402,En Couple,2,true,8673 RL 33
57,M,761,Célibataire,0,false,3797 VT 22
41,M,515,Célibataire,0,false,5385 YB 90
44,M,743,Seule,2,false,5333 DM 92
60,M,902,Célibataire,0,false,5232 MI 88
64,M,162,En Couple,1,true,7428 HK 97
79,F,418,Seule,1,false,1421 MO 58
53,M,520,En Couple,1,false,6062 BW 57
42,F,176,En Couple,3,false,9632 GY 52
35,M,1343,En Couple,1,false,6199 FQ 83
32,M,990,En Couple,1,false,2948 BD 73
36,M,1048,En Couple,2,false,4368 AA 54
25,Homme,520,Célibataire,0,false,2204 NJ 94
26,M,852,Célibataire,0,false,3394 DW 84
26,M,431,En Couple,1,false,7831 VK 52
47,M,910,En Couple,4,false,736 HY 28
70,M,1106,Célibataire,0,false,3981 YU 31
18,F,565,Célibataire,0,false,6358 RP 65
72,F,477,En Couple,1,true,145 SM 38
32,F,583,Célibataire,0,false,1805 XY 17
26,M,194,En Couple,2,true,8703 GD 31
49,F,471,En Couple,4,false,7334 GR 40
21,F,188,Célibataire,0,false,157 YX 34
75,M,1198,En Couple,0,false,4012 JP 75
49,F,415,En Couple,1,false,4955 HM 57
43,M,1341,En Couple,2,false,7173 NM 97
44,F,469,En Couple,2,false,7220 IQ 73
44,F,401,Célibataire,0,false,4287 FN 82
44,M,599,En Couple,4,false,8237 GB 18
27,F,249,En Couple,0,true,1028 GO 10
80,M,520,En Couple,4,false,8307 OD 18
66,M,441,En Couple,0,false,8504 MR 58
42,M,187,Célibataire,0,false,239 LE 80
42,F,222,Célibataire,0,false,6695 XE 47
24,M,570,En Couple,4,false,4722 ZU 16
51,M,188,Célibataire,0,false,378 WF 55
31,M,199,En Couple,4,false,4107 OQ 93
34,M,439,En Couple,1,true,1104 RZ 18
37,F,150,En Couple,2,false,6846 US 71
27,M,528,Célibataire,0,false,2231 UD 65
41,M,194,En Couple,0,false,3868 KG 92
40,M,239,En Couple,1,true,850 MJ 42
35,M,1386,Seule,2,false,6799 CU 98
19,F,950,Célibataire,0,false,9713 UJ 68
50,M,517,En Couple,4,true,6844 XX 64
31,M,547,En Couple,2,false,7054 OX 51
69,F,775,En Couple,3,false,6113 WN 91
38,M,535,En Couple,1,false,3468 LY 14
20,F,595,En Couple,2,false,5414 AV 60
51,M,521,En Couple,4,false,3080 EW 21
80, ,1351,En Couple,0,true,126 GB 49
21,M,485,Célibataire,0,false,1770 XN 77
23,F,771,En Couple,2,true,9716 RD 14
79,F,756,En Couple,1,true,738 TA 73
52,F,408,En Couple,2,false,1648 HA 39
28,M,1209,En Couple,2,false,717 VO 29
52,M,755,En Couple,4,false,7457 RL 54
30,M,490,Célibataire,0,false,6398 VR 41
29,F,182,En Couple,1,false,2867 HC 14
23,M,424,En Couple,2,false,8775 PD 19
47,M,894,En Couple,1,false,8152 GV 63
68,M,553,En Couple,0,false,4480 TQ 12
20,F,248,Célibataire,0,false,9968 OI 28
19,M,1085,Célibataire,0,false,428 ZI 84
33,M,1330,En Couple,3,false,6819 TF 76
44,F,247,En Couple,2,false,5881 QH 39
48,Masculin,505,Célibataire,0,false,1026 GA 70
21,M,467,En Couple,0,true,7421 LY 79
19,M,189,En Couple,0,false,6411 AY 29
19,F,432,Célibataire,0,false,1723 IU 86
47,M,207,Célibataire,0,false,9124 FF 18
28,F,931,Seule,3,false,3502 CZ 86
52,F,470,Célibataire,0,false,2189 NX 93
59,F,482,En Couple,2,false,1803 ZO 40
24,M,968,En Couple,0,false,5776 YC 18
25,F,1207,En Couple,1,false,5537 IO 44
68,M,551,En Couple,2,false,754 NT 85
22,M,807,En Couple,0,true,8041 CW 11
44,F,199,En Couple,3,false,7377 NQ 80
28,F,233,Célibataire,0,false,6839 FF 86
18,M,161,Célibataire,0,false,4581 WC 16
57,F,213,En Couple,1,false,6873 OM 43
40,M,215,Célibataire,0,false,7233 LI 60
44,F,152,En Couple,1,false,5797 LW 46
53,M,1271,En Couple,1,false,800 MN 87
26,F,432,Célibataire,0,false,1868 EH 80
35,M,514,En Couple,2,true,4762 ZZ 86
44,M,415,En Couple,2,true,2715 OH 93
41,M,815,En Couple,4,false,654 WK 12
44,M,850,Célibataire,0,false,5863 LR 80
18,M,197,En Couple,2,false,2855 AW 23
31,Féminin,580,En Couple,1,false,8990 GM 58
24,M,811,En Couple,3,false,218 EL 15
48,M,760,En Couple,4,false,314 MT 62
20,F,439,En Couple,0,false,6547 QN 61
27,M,529,En Couple,4,false,4158 KL 13
39,F,220,En Couple,0,true,6029 AM 49
30,M,174,En Couple,2,false,1224 FL 49
18,M,1173,En Couple,2,false,6889 UZ 91
46,F,1367,En Couple,3,true,543 VJ 56
29,F,1088,Célibataire,0,false,8179 DW 34
36,M,186,En Couple,0,false,9157 YI 61
47,M,441,En Couple,3,false,4049 IZ 24
79,F,482,Célibataire,0,false,852 KX 35
30,M,773,Célibataire,0,false,5125 KR 69
58,F,704,Célibataire,0,false,7458 LI 97
43,M,418,Célibataire,0,false,6184 NB 32
27,M,583,Célibataire,0,false,6734 GN 62
84,M,1012,En Couple,1,false,271 QC 25
42,M,186,En Couple,4,true,9682 EE 31
46,M,769,Célibataire,0,false,7336 ZC 96
53,M,933,En Couple,0,false,97 AP 50
71,F,177,En Couple,2,false,5579 TS 35
28,F,505,En Couple,3,true,2280 EY 58
54,F,178,En Couple,1,false,714 GQ 33
41,M,462,Célibataire,0,false,2270 MO 42
28,M,589,En Couple,0,false,5587 NG 28
23,M,1327,En Couple,3,false,7941 UL 17
18,M,777,En Couple,4,false,9882 YP 91
39,M,203,En Couple,0,false,4776 OZ 33
42,M,467,Célibataire,0,false,8242 ES 31
28,M,519,En Couple,3,true,6669 QV 73
25,M,239,En Couple,3,false,467 MN 88
50,M,157,Célibataire,0,false,5795 SU 85
31,M,775,En Couple,1,true,4082 JC 67
30,M,158,En Couple,3,false,9090 XG 26
42,M,707,Seule,3,false,2285 XJ 41
24,M,586,En Couple,2,false,6255 OV 59
62,M,198,Seule,3,false,6350 WG 31
50,M,1090,En Couple,3,true,775 WJ 66
29,M,248,En Couple,2,false,677 ZW 13
66,F,449,En Couple,3,true,4880 LN 65
26,F,746,En Couple,2,false,4832 LT 16
42,F,981,Célibataire,0,false,1325 UJ 21
80,Masculin,225,Célibataire,0,false,1701 QX 10
54,M,161,En Couple,0,false,9816 CJ 33
27,M,1238,En Couple,2,false,4740 NP 57
76,M,446,En Couple,3,false,3160 DI 97
31,M,443,Célibataire,0,false,8039 IC 77
42,M,877,En Couple,3,false,3531 XR 23
46,M,195,Célibataire, ,false,5378 GX 46
55,M,159,En Couple,3,true,5834 SL 58
33,F,1025,Célibataire,0,false,2101 FC 84
74,M,832,Célibataire,0,false,6793 DH 53
77,M,577,En Couple,1,false,9175 UM 74
56,M,570,N/D,0,false,5093 DD 12
66,F,500,Célibataire,0,false,7818 KZ 83
39,F,592,Célibataire,0,false,5526 QQ 84
48,F,160,En Couple,3,false,7372 VV 97
33,M,1059,En Couple,0,false,7292 GM 37
57,M,492,Célibataire,0,false,7425 RD 19
23,F,558,En Couple,4,true,6532 SP 92
43,F,1062,En Couple,2,false,3963 UM 29
64,M,1159,En Couple,1,true,882 EI 53
51,F,801,En Couple,3,false,3972 YB 96
59,F,709,Célibataire,0,false,3926 WW 59
21,F,542,Célibataire,0,false,1552 KM 59
72,M,1095,En Couple,1,false,9433 JQ 85
57,F,1016,En Couple,1,false,4862 TP 15
52,M,591,En Couple,1,false,590 LD 70
52,M,919,En Couple,1,true,5093 JM 49
28,M,542,En Couple,1,false,9603 ZA 46
42,M,243,En Couple,4,false,6393 XT 23
21,M,462,En Couple,4,false,2767 GF 18
54,M,158,En Couple,0,false,4565 JB 50
28,M,578,Célibataire,0,false,8452 KY 58
38,M,155,Seule,3,false,8063 CV 47
48,F,900,En Couple,2,false,5691 PN 13
70,F,526,En Couple,0,false,7065 EJ 90
22,M,599,En Couple,3,true,5580 EB 71
55,M,549,En Couple,1,false,8444 FN 63
76,M,1375,En Couple,3,false,325 SS 30
79,M,156,En Couple,2,true,2140 ZO 19
57,M,937,Célibataire,0,false,6896 IS 59
63,F,234,Seule,3,false,4265 MB 72
72,M,491,En Couple,2,true,1743 ZJ 77
28,M,1241,En Couple,1,false,3481 ST 18
42,F,401,Célibataire,0,false,8497 HY 14
25,M,247,En Couple,4,false,9873 EF 25
29,F,215,Célibataire,0,false,4700 EU 90
18,M,469,En Couple,1,false,8027 PJ 92
40,F,797,En Couple,1,false,9986 FZ 98
52,M,772,Célibataire,0,false,2287 OW 60
30,F,510,En Couple,2,false,9566 SY 83
40,M,191,En Couple,0,false,1340 QD 97
38,F,428,En Couple,0,false,7670 ET 95
60,M,150,Célibataire,0,false,5420 HK 96
34,F,547,En Couple,2,false,3544 NL 52
63,M,154,En Couple,2,false,4565 AN 23
32,F,518,En Couple,0,false,5118 FU 30
21,F,526,En Couple,4,false,9717 BM 57
29,M,568,En Couple,0,false,4492 CG 40
50,M,165,En Couple,3,false,2723 OF 11
73,M,536,Célibataire,0,false,9599 XD 97
21,F,710,En Couple,0,false,1507 PX 82
60,M,473,En Couple,2,false,5293 TS 46
52,M,442,Célibataire,0,false,9007 XL 35
55,M,244,Seule,2,false,4745 DH 79
49,?,1337,Célibataire,0,false,8400 RK 56
55,M,403,En Couple,1,false,3325 NQ 32
27,M,974,Célibataire,0,false,4660 OM 35
54,M,556,Célibataire,0,false,623 FJ 56
71,F,971,En Couple,0,true,6855 XW 70
59,F,444,Célibataire,0,false,1839 WL 37
44,M,589,En Couple,0,false,3500 GG 72
71,M,430,En Couple,0,false,2437 DX 68
31,M,833,Célibataire,0,false,9107 PA 83
68,M,467,Célibataire,0,false,2709 RC 53
18,M,216,En Couple,3,true,5571 JQ 29
83,M,595,En Couple,4,false,7324 KF 87
29,M,171,En Couple,0,false,3902 YN 14
79,F,850,En Couple,3,false,8929 NB 47
70,Femme,508,En Couple,2,true,5969 GD 79
64,M,1311,Célibataire,0,false,5847 RP 77
26,M,419,En Couple,1,false,4386 SD 18
46,M,761,En Couple,1,false,9911 BL 54
52,F,187,En Couple,2,true,8930 TS 42
33,M,526,Célibataire,0,false,7560 KJ 54
48,M,797,En Couple,3,false,3195 UF 47
83,F,432,Célibataire,0,false,9081 AU 13
27,M,241,En Couple,0,false,7617 IO 70
46,Homme,520,Célibataire,0,false,2978 IP 90
58,M,185,En Couple,1,true,8018 JA 82
28,M,220,En Couple,4,false,2185 DV 47
78,M,440,En Couple,2,false,9880 KD 74
20,M,403,En Couple,0,false,4664 CT 12
37,M,547,En Couple,2,false,4115 RC 52
50,M,408,En Couple,3,false,3033 ZT 79
23,M,166,En Couple,0,true,9440 YN 25
44,M,485,En Couple,1,false,9004 QX 60
48,M,574,En Couple,1,false,6167 UW 50
56,M,552,Célibataire,0,false,9613 NX 36
56,M,591,En Couple,0,false,2694 UA 96
35,M,581,En Couple,1,false,9569 XT 22
74,F,471,En Couple,2,false,5753 CA 72
